,walcl,rrp,tga,net_liq,vix,us10y,dxy,net_liq_wow,net_liq_4w,vix_wow,vix_4w,us10y_wow,us10y_4w,dxy_wow,dxy_4w,nq_week_ret,nq_close_pos,nq_week_range,nq_mom_4w,nq_mom_12w,nq_vol_regime,es_nq_spread,realized_vol,fwd_return,fwd_vol,fwd_points,label,nq_1h_drift,nq_1h_vol
2014-06-05,4330.917,131.31099999999998,33.895,4115.3305,13.604485596707818,2.4875,80.44999885559082,35.084099999999125,86.28890000000047,-0.7396342534794478,-1.617724141119897,-0.0485000000000002,-0.1905000000000001,0.3659992218017578,0.7940006256103516,0.006106012361865476,0.9999999999794873,0.007260406582768635,0.036868316411226454,0.019704620524697125,0.5060502398165648,-0.002495686998251978,0.005260026246060797,-0.0007446570854121592,0.005912385098362958,-5.0,0.0,6.287551698987704e-05,0.0006335985603900476
2014-06-12,4340.904,105.7156,46.921,4165.711,13.212074074074074,2.564,80.52000122070312,50.38050000000021,147.88460000000032,-0.3924115226337434,-1.426810388077321,0.0765000000000002,-0.0499999999999998,0.0700023651123018,1.1600021362304602,-0.0007446570854121592,0.0,0.004359490274983233,0.031992617088364206,0.0120291112032882,0.5902896535376078,0.0025834760399128243,0.005912385098362958,0.0033534540576793948,0.0037767726875231195,22.5,1.0,-5.445294844521238e-06,0.000546617230081277
2014-06-19,4368.168,71.73859999999999,84.475,4188.267400000001,12.616776859504132,2.618,80.6500015258789,22.556400000000394,114.04039999999986,-0.5952972145699409,-2.105382231404958,0.0539999999999998,0.032,0.1300003051757841,0.6480010986328182,0.0033534540576793948,0.7476635513739192,0.003973559120617944,0.022129436325678542,0.036888717751251354,0.3945377247999046,-0.00781215170252092,0.0037767726875231195,0.004233511586452687,0.0027510183123630933,28.5,1.0,2.071799830222487e-05,0.000676351144452713
2014-06-26,4368.348,118.8022,107.244,4211.9544,13.441811594202898,2.624,80.51600036621093,23.68699999999899,131.70799999999872,0.8250347346987645,-0.9023082559843676,0.0060000000000002,0.088,-0.1340011596679744,0.4320007324218693,0.004233511586452687,0.9999999999587629,0.003587012794911619,0.012998688893051114,0.029152077941848153,0.31045499055409437,0.0048527066328922785,0.0027510183123630933,0.014532948746394547,0.0052204496959775285,98.25,1.0,3.179913127842789e-05,0.0006801726173930823
2014-07-03,4377.031,183.0964,100.085,4142.3018,12.76648148148148,2.59,80.28200225830078,-69.65259999999944,26.97130000000016,-0.6753301127214169,-0.8380041152263367,-0.0340000000000002,0.1025,-0.2339981079101534,-0.1679965972900419,0.014532948746394547,0.9999999999881305,0.012283579369418625,0.02148335691414105,0.06863241537802356,0.7309515598300131,0.00265769058860843,0.0052204496959775285,-0.006123564789502489,0.00846176118049875,-42.0,-1.0,0.00013109357950081107,0.00045637630618707454
2014-07-10,4383.401,137.5635,63.826,4093.8496,12.2590099009901,2.588,79.96199951171874,-48.45220000000063,-71.86140000000069,-0.5074715804913819,-0.9530641730839752,-0.0019999999999997,0.024,-0.3200027465820341,-0.5580017089843778,-0.006123564789502489,0.2560975609693635,0.006014596398577035,0.015984797674938545,0.05497949392555901,1.1914444730717288,0.0019384823581656274,0.00846176118049875,0.0003300693145560363,0.009433354527354715,2.25,0.0,-5.096882565202938e-05,0.0007729768546065714
2014-07-17,4398.201,103.8844,59.384,4182.0115,12.500841121495329,2.5825,80.1299991607666,88.16190000000006,-6.25590000000102,0.2418312205052277,-0.1159357380088064,-0.0055,-0.0354999999999998,0.1679996490478572,-0.5200023651123047,0.0003300693145560363,0.0,0.006819181698196217,0.012923351158645291,0.045377893607235986,1.3458389960132044,0.0020790405079716967,0.009433354527354715,0.014041648335533008,0.007985458298611746,95.75,1.0,-2.9998291541831016e-06,0.0008605645322736701
2014-07-24,4410.746,115.8492,64.138,4234.9326,12.964296875,2.532,80.36999969482422,52.92110000000048,22.97820000000047,0.4634557535046735,-0.4775147192028974,-0.0504999999999999,-0.092,0.2400005340576143,-0.1460006713867159,0.014041648335533008,0.9246231155593041,0.0071947648143461445,0.022816359736705927,0.05973180076628348,1.176500263252034,0.0028080092548363744,0.007985458298611746,-0.012581799775841507,0.012646082591693157,-87.0,-1.0,0.00010544920133588876,0.000590188892854741
2014-07-31,4406.637,116.8758,62.335,4230.7588000000005,13.093042328042328,2.494,80.70799865722657,-4.173799999999574,88.45700000000033,0.1287454530423275,0.3265608465608469,-0.0379999999999998,-0.0959999999999996,0.3379989624023523,0.4259963989257898,-0.012581799775841507,0.0,0.01226611987843726,-0.004519774011299438,0.05435663822723247,1.7307424191211234,0.010247388972629778,0.012646082591693157,-0.004100911720552158,0.005919097063854966,-28.0,-1.0,-7.4375820451833e-05,0.000815972035250958
2014-08-07,4410.111,117.22959999999998,71.513,4227.4262,13.582727272727274,2.52,81.22999877929688,-3.332600000000639,133.57660000000033,0.4896849446849458,1.3237173717371746,0.0259999999999998,-0.068,0.5220001220703097,1.2679992675781335,-0.004100911720552158,0.0,0.005882569212103386,-0.0024938570433123974,0.04587402907021465,0.8694618706397759,0.004034257240649319,0.005919097063854966,0.016360895621162497,0.005369582957531877,111.25,1.0,-7.570881079896711e-05,0.0010968445835011548
2014-08-14,4431.923,128.9134,78.066,4221.3684,15.698958333333334,2.4880000000000004,81.42200012207032,-6.057799999999588,39.35690000000068,2.11623106060606,3.1981172118380066,-0.0319999999999995,-0.0944999999999995,0.1920013427734375,1.2920009613037138,0.016360895621162497,0.9999999999894179,0.013673853277383881,0.01349171432761409,0.04930726893148596,0.8060495611033213,-0.003933531297870108,0.005369582957531877,0.011503400376211781,0.00304738683055913,79.5,1.0,0.00016544388190803858,0.0006589756758515607
2014-08-21,4412.924,138.323,42.803,4224.9436,15.20410579345088,2.434,81.50999908447265,3.575199999999313,-9.989000000000487,-0.4948525398824532,2.23980891845088,-0.0540000000000002,-0.0979999999999998,0.087998962402338,1.1399993896484375,0.011503400376211781,0.999999999984,0.008940705242829555,0.010954842908275753,0.0474620715489793,0.4825417412470087,-0.003337370519387539,0.00304738683055913,0.003182891066447313,0.0017190632389609273,22.25,1.0,9.467782649530502e-05,0.0005262896413788438
