snapshot_timestamp_et,intended_timestamp_et,snapshot_file,outcome_nq_close,outcome_recorded
2026-06-18T06:01:04 ET,2026-06-18T06:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T06:15:57 ET,2026-06-18T06:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T06:31:01 ET,2026-06-18T06:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T06:45:58 ET,2026-06-18T06:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T07:00:56 ET,2026-06-18T07:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T07:03:19 ET,2026-06-18T07:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T07:16:01 ET,2026-06-18T07:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T07:30:52 ET,2026-06-18T07:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T07:45:55 ET,2026-06-18T07:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T08:00:58 ET,2026-06-18T08:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T08:15:57 ET,2026-06-18T08:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T08:30:57 ET,2026-06-18T08:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T08:45:54 ET,2026-06-18T08:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T09:00:55 ET,2026-06-18T09:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T09:15:55 ET,2026-06-18T09:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T09:31:04 ET,2026-06-18T09:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T09:45:56 ET,2026-06-18T09:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T10:01:07 ET,2026-06-18T10:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T10:15:56 ET,2026-06-18T10:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T10:31:00 ET,2026-06-18T10:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T10:38:38 ET,2026-06-18T10:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T10:46:04 ET,2026-06-18T10:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T11:00:58 ET,2026-06-18T11:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T11:16:02 ET,2026-06-18T11:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T11:31:03 ET,2026-06-18T11:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T11:46:03 ET,2026-06-18T11:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T12:01:06 ET,2026-06-18T12:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T12:16:04 ET,2026-06-18T12:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T12:31:00 ET,2026-06-18T12:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T12:45:59 ET,2026-06-18T12:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T13:00:59 ET,2026-06-18T13:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T13:15:59 ET,2026-06-18T13:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T13:30:58 ET,2026-06-18T13:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T13:45:52 ET,2026-06-18T13:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T13:51:47 ET,2026-06-18T13:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T14:01:00 ET,2026-06-18T14:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T14:15:59 ET,2026-06-18T14:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T14:30:57 ET,2026-06-18T14:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T14:45:55 ET,2026-06-18T14:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T15:01:03 ET,2026-06-18T15:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T15:15:56 ET,2026-06-18T15:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T15:30:58 ET,2026-06-18T15:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T15:45:55 ET,2026-06-18T15:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T16:00:54 ET,2026-06-18T16:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T16:04:55 ET,2026-06-18T16:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T16:16:01 ET,2026-06-18T16:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T16:30:55 ET,2026-06-18T16:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-18T16:45:57 ET,2026-06-18T16:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-18.csv,,
2026-06-19T07:10:20 ET,2026-06-19T07:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-19.csv,,
2026-06-19T10:35:53 ET,2026-06-19T10:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-19.csv,,
2026-06-19T13:09:03 ET,2026-06-19T13:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-19.csv,,
2026-06-19T15:21:20 ET,2026-06-19T15:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-19.csv,,
2026-06-19T16:58:45 ET,2026-06-19T16:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-19.csv,,
2026-06-22T03:01:09 ET,2026-06-22T03:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T03:16:10 ET,2026-06-22T03:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T03:31:11 ET,2026-06-22T03:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T03:46:07 ET,2026-06-22T03:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T04:01:08 ET,2026-06-22T04:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T04:16:10 ET,2026-06-22T04:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T04:31:10 ET,2026-06-22T04:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T04:46:06 ET,2026-06-22T04:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T05:01:09 ET,2026-06-22T05:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T05:16:08 ET,2026-06-22T05:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T05:31:10 ET,2026-06-22T05:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T05:46:08 ET,2026-06-22T05:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T06:01:06 ET,2026-06-22T06:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T06:16:11 ET,2026-06-22T06:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T06:31:12 ET,2026-06-22T06:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T06:46:07 ET,2026-06-22T06:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T07:01:13 ET,2026-06-22T07:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T07:16:12 ET,2026-06-22T07:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T07:31:01 ET,2026-06-22T07:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T07:46:08 ET,2026-06-22T07:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T08:01:10 ET,2026-06-22T08:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T08:16:08 ET,2026-06-22T08:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T08:31:10 ET,2026-06-22T08:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T08:40:10 ET,2026-06-22T08:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T08:46:15 ET,2026-06-22T08:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T09:01:14 ET,2026-06-22T09:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T09:16:08 ET,2026-06-22T09:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T09:31:15 ET,2026-06-22T09:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T09:46:09 ET,2026-06-22T09:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T10:01:12 ET,2026-06-22T10:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T10:16:13 ET,2026-06-22T10:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T10:31:08 ET,2026-06-22T10:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T10:46:14 ET,2026-06-22T10:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T11:01:18 ET,2026-06-22T11:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T11:16:13 ET,2026-06-22T11:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T11:31:12 ET,2026-06-22T11:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T11:46:10 ET,2026-06-22T11:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T12:01:18 ET,2026-06-22T12:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T12:16:10 ET,2026-06-22T12:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T12:31:11 ET,2026-06-22T12:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T12:46:15 ET,2026-06-22T12:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T13:01:22 ET,2026-06-22T13:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T13:16:13 ET,2026-06-22T13:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T13:22:28 ET,2026-06-22T13:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T13:31:11 ET,2026-06-22T13:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T13:46:11 ET,2026-06-22T13:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T14:01:07 ET,2026-06-22T14:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T14:16:14 ET,2026-06-22T14:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T14:31:21 ET,2026-06-22T14:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T14:46:16 ET,2026-06-22T14:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T15:01:10 ET,2026-06-22T15:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T15:16:14 ET,2026-06-22T15:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T15:31:04 ET,2026-06-22T15:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T15:46:11 ET,2026-06-22T15:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T16:01:10 ET,2026-06-22T16:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T16:16:14 ET,2026-06-22T16:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T16:28:29 ET,2026-06-22T16:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T16:31:08 ET,2026-06-22T16:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-06-22T16:46:08 ET,2026-06-22T16:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-22.csv,,
2026-07-10T06:12:57 ET,2026-07-10T06:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-10.csv,,
2026-07-10T09:02:04 ET,2026-07-10T09:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-10.csv,,
2026-07-10T12:10:52 ET,2026-07-10T12:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-10.csv,,
2026-07-10T14:14:48 ET,2026-07-10T14:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-10.csv,,
2026-07-10T16:10:34 ET,2026-07-10T16:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-10.csv,,
2026-07-13T03:01:20 ET,2026-07-13T03:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T03:16:17 ET,2026-07-13T03:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T03:31:18 ET,2026-07-13T03:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T03:46:25 ET,2026-07-13T03:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T04:01:22 ET,2026-07-13T04:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T04:16:21 ET,2026-07-13T04:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T04:31:23 ET,2026-07-13T04:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T04:46:17 ET,2026-07-13T04:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T05:01:23 ET,2026-07-13T05:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T05:16:20 ET,2026-07-13T05:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T05:31:21 ET,2026-07-13T05:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
2026-07-13T05:46:17 ET,2026-07-13T05:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-07-13.csv,,
